time,temperature_2m (°C),cloud_cover (%),relative_humidity_2m (%),surface_pressure (hPa),wind_speed_10m (km/h),shortwave_radiation (W/m²),diffuse_radiation (W/m²),direct_normal_irradiance (W/m²)
2019-08-18T08:00,18.5,31,72,1006.8,10.3,313,111,513.7
2019-08-18T09:00,19.6,21,66,1007.1,5.8,524,149,654.8
2019-08-18T10:00,22,12,58,1007.7,3.8,632,197,602
2019-08-18T11:00,23.1,9,55,1007.8,2.2,824,168,788
2019-08-18T12:00,24.5,9,51,1007.8,5.6,899,136,852.5
2019-08-18T13:00,25,6,52,1007.7,8.2,908,222,757.4
2019-08-18T14:00,26.1,14,51,1007.4,17.7,819,159,763.8
2019-08-18T15:00,25.8,23,50,1007.2,19.7,761,108,844.9
2019-08-18T16:00,25,21,52,1007,21.1,576,134,692.6
2019-08-18T17:00,22.7,25,58,1007.2,19.7,393,103,618
2019-08-18T18:00,21.4,1,59,1007,16.5,206,63,515.2
2019-08-18T19:00,19.7,23,64,1007.2,9.2,0,0,0
2019-08-18T20:00,18.3,23,70,1007.7,1.5,0,0,0
2019-08-18T21:00,17.6,21,74,1008.4,4,0,0,0
2019-08-18T22:00,17.1,22,76,1008.7,2.5,0,0,0
2019-08-18T23:00,16.8,35,78,1009.1,3.8,0,0,0
2019-08-19T00:00,15.9,44,82,1009.2,4.8,0,0,0
2019-08-19T01:00,15.5,44,84,1009.1,5,0,0,0
2019-08-19T02:00,14.8,56,87,1009.3,5.5,0,0,0
2019-08-19T03:00,15.4,62,85,1009.3,4.1,0,0,0
2019-08-19T04:00,15.4,76,84,1009.5,4.9,0,0,0
2019-08-19T05:00,15.4,80,84,1009.6,6.2,0,0,0
2019-08-19T06:00,15.5,80,80,1009.8,0.8,8,8,0
2019-08-19T07:00,15.7,77,81,1010.1,2,73,73,0
2019-08-19T08:00,16.3,88,81,1010.6,2.9,249,199,127.9
2019-08-19T09:00,17.3,76,77,1011,4.4,398,261,240.1
2019-08-19T10:00,18.3,60,74,1011.3,6.1,630,220,569.1
2019-08-19T11:00,19.5,50,71,1011.3,5.5,678,405,328.8
2019-08-19T12:00,20.9,40,68,1011.1,7.6,856,259,668.7
2019-08-19T13:00,22.4,32,60,1011.2,6.5,814,414,442.8
2019-08-19T14:00,23.3,26,56,1011,6.9,849,190,765
2019-08-19T15:00,23.3,19,54,1010.7,6.6,680,298,496.2
2019-08-19T16:00,22.8,17,55,1010.6,6.3,625,132,776.6
2019-08-19T17:00,22,26,56,1010.4,8,429,53,807.7
2019-08-19T18:00,20.7,3,66,1010,8.7,225,67,577.6
2019-08-19T19:00,19.1,27,72,1010,8,0,0,0
2019-08-19T20:00,17.9,25,75,1010.3,6.5,0,0,0
2019-08-19T21:00,17.3,24,77,1010.7,8,0,0,0
2019-08-19T22:00,16.8,30,78,1010.7,6.4,0,0,0
2019-08-19T23:00,16.3,41,80,1010.7,4.3,0,0,0
2019-08-20T00:00,16.1,36,81,1010.8,4.7,0,0,0
2019-08-20T01:00,15.9,40,83,1011,4.7,0,0,0
2019-08-20T02:00,16,66,81,1011,3.7,0,0,0
2019-08-20T03:00,16,79,79,1011.1,2.8,0,0,0
2019-08-20T04:00,16.5,77,75,1011,1.6,0,0,0
2019-08-20T05:00,16.1,84,77,1011.2,1.1,0,0,0
2019-08-20T06:00,16.1,84,77,1011.7,2.2,13,9,49.2
2019-08-20T07:00,16.9,84,77,1012.2,6.7,110,95,78.5
2019-08-20T08:00,17,77,76,1012.6,7.5,224,173,131.3
2019-08-20T09:00,17.9,86,74,1013,9,410,393,29.9
2019-08-20T10:00,19,51,69,1013,9,560,444,161.5
2019-08-20T11:00,20.5,32,66,1012.9,10.8,700,480,265.7
2019-08-20T12:00,22.2,23,64,1012.6,15,833,276,625.6
2019-08-20T13:00,22.8,7,63,1012.3,14.2,927,161,850.3
2019-08-20T14:00,23.7,0,62,1011.9,15.9,846,165,793.1
2019-08-20T15:00,24.2,3,59,1011.4,17.3,723,149,748.6
2019-08-20T16:00,23.7,4,59,1011.3,14.4,636,61,910.6
2019-08-20T17:00,23.1,6,57,1011.3,16.7,428,62,792.5
2019-08-20T18:00,20.6,4,67,1011.1,15.4,214,45,627.1
2019-08-20T19:00,18.8,20,72,1011.2,13.6,0,0,0
2019-08-20T20:00,18.2,20,73,1011.2,13.4,0,0,0
2019-08-20T21:00,17.8,20,75,1011.4,6.6,0,0,0
2019-08-20T22:00,17.4,3,78,1011.3,3.4,0,0,0
2019-08-20T23:00,16.4,3,83,1011.3,2.6,0,0,0
2019-08-21T00:00,15.6,0,86,1011.1,2.1,0,0,0
2019-08-21T01:00,15.1,0,86,1010.9,2.5,0,0,0
2019-08-21T02:00,14.3,0,86,1010.6,0.7,0,0,0
2019-08-21T03:00,14,1,86,1010.5,3.8,0,0,0
2019-08-21T04:00,13.8,12,85,1010.3,3.9,0,0,0
2019-08-21T05:00,13.7,5,90,1010.4,8.8,0,0,0
2019-08-21T06:00,14.2,3,86,1010.6,3.6,14,10,50
2019-08-21T07:00,15.8,8,85,1011.1,1.6,144,74,371.1
2019-08-21T08:00,17.7,3,81,1011.4,3.7,297,115,471.3
2019-08-21T09:00,19.5,0,74,1011.3,4.8,581,83,879.7
2019-08-21T10:00,21.5,0,65,1011.1,8.2,743,123,865.8
2019-08-21T11:00,24,1,55,1010.8,9.4,861,72,955.3
2019-08-21T12:00,26.9,0,50,1010.3,13.3,920,150,867.1
2019-08-21T13:00,28,0,47,1010,14.5,921,228,771.5
2019-08-21T14:00,29,0,41,1009.5,14.3,870,191,793.4
2019-08-21T15:00,29.8,0,38,1008.9,15.3,749,195,725.5
2019-08-21T16:00,28.4,9,43,1008.4,14.4,600,113,775.5
2019-08-21T17:00,27.1,20,53,1008.1,12.4,404,63,744.5
2019-08-21T18:00,25.2,16,66,1008,15.5,186,63,463.5
2019-08-21T19:00,22.8,20,79,1008.1,16.2,0,0,0
2019-08-21T20:00,22,27,81,1008.2,15.4,0,0,0
2019-08-21T21:00,21.4,30,84,1008.4,11.5,0,0,0
2019-08-21T22:00,21,22,86,1007.8,9.3,0,0,0
2019-08-21T23:00,20.6,20,88,1007.5,8.7,0,0,0
2019-08-22T00:00,20.5,24,88,1007.4,5.5,0,0,0
2019-08-22T01:00,20.3,25,86,1006.7,6.2,0,0,0
2019-08-22T02:00,19.6,49,89,1006.3,4,0,0,0
2019-08-22T03:00,19.6,46,89,1005.8,4.8,0,0,0
2019-08-22T04:00,19.2,34,89,1005.4,3.6,0,0,0
2019-08-22T05:00,19.1,53,90,1005.4,7.5,0,0,0
2019-08-22T06:00,18.8,63,90,1005.4,3.1,11,11,0
2019-08-22T07:00,19.2,65,89,1005.7,3.8,79,79,0
2019-08-22T08:00,20.4,52,87,1005.7,4.5,221,219,5.2
2019-08-22T09:00,21.5,18,84,1005.8,6.8,456,150,542.7
2019-08-22T10:00,24,22,76,1005.8,9.6,624,247,528.1
2019-08-22T11:00,25.7,17,71,1005.7,10.3,831,261,692
2019-08-22T12:00,28.1,16,63,1005.3,12.4,920,97,929.2
2019-08-22T13:00,29.1,16,60,1004.7,13.8,922,146,866.4
2019-08-22T14:00,30,7,55,1004.1,13.7,880,89,927.4
2019-08-22T15:00,29.9,2,52,1003.4,12.6,770,69,921.8
2019-08-22T16:00,29.3,11,48,1002.9,11.5,610,66,871.2
2019-08-22T17:00,28.2,7,44,1002.8,6.9,412,61,772.9
2019-08-22T18:00,25.9,1,62,1002.6,10.8,193,51,543.6
2019-08-22T19:00,22.2,20,69,1002.8,11.3,0,0,0
2019-08-22T20:00,20,21,72,1003,11.7,0,0,0
2019-08-22T21:00,19,22,74,1003,10.9,0,0,0
2019-08-22T22:00,18.2,13,76,1003.1,8.3,0,0,0
2019-08-22T23:00,17.5,14,79,1003,6.4,0,0,0
2019-08-23T00:00,16.9,10,83,1002.7,4.7,0,0,0
2019-08-23T01:00,16.5,12,84,1002.4,7,0,0,0
2019-08-23T02:00,16,13,88,1002.3,5.8,0,0,0
2019-08-23T03:00,16.1,20,86,1002.3,6.8,0,0,0
2019-08-23T04:00,15.7,19,90,1002.3,8.5,0,0,0
2019-08-23T05:00,15.2,20,92,1003,8.3,0,0,0
2019-08-23T06:00,15.6,16,88,1003.5,7.3,14,8,77.6
2019-08-23T07:00,16.7,18,89,1004.3,6.2,143,41,555.9
2019-08-23T08:00,18.8,29,82,1004.9,5.4,356,68,755
2019-08-23T09:00,20.7,17,76,1005.5,7.1,549,70,852.9
2019-08-23T10:00,22.8,13,71,1005.7,9.3,722,70,916.2
2019-08-23T11:00,25.3,10,65,1005.6,12.3,839,105,893.6
2019-08-23T12:00,27.1,6,62,1005.6,17.2,913,77,946.5
2019-08-23T13:00,28.5,7,56,1005.5,16.9,919,80,939.5
2019-08-23T14:00,28.1,2,56,1005.1,16.9,856,128,856.4
2019-08-23T15:00,28.5,6,53,1004.7,13,759,57,927.1
2019-08-23T16:00,27.4,17,52,1004.8,15.5,591,84,816.6
2019-08-23T17:00,25.8,18,50,1004.9,9.1,397,72,721.8
2019-08-23T18:00,23.1,1,66,1004.9,13.7,193,40,595.3
2019-08-23T19:00,20,13,74,1005.4,13.2,0,0,0
2019-08-23T20:00,19,13,77,1006,10.1,0,0,0
2019-08-23T21:00,18.3,8,79,1006.4,7.9,0,0,0
2019-08-23T22:00,18.2,1,79,1006.5,6.4,0,0,0
2019-08-23T23:00,17.4,15,84,1006.5,6.6,0,0,0
2019-08-24T00:00,17.1,17,86,1006.6,6.4,0,0,0
2019-08-24T01:00,16.7,15,87,1006.7,6.9,0,0,0
2019-08-24T02:00,16.4,18,87,1006.7,6.8,0,0,0
2019-08-24T03:00,16.1,22,87,1006.9,6.6,0,0,0
2019-08-24T04:00,15.7,29,89,1007.3,5.2,0,0,0
2019-08-24T05:00,15.3,35,91,1007.6,7.6,0,0,0
2019-08-24T06:00,15.6,44,91,1008.2,7.2,10,8,26.3
2019-08-24T07:00,17,41,89,1008.8,8,68,68,0
2019-08-24T08:00,18.1,38,86,1009.2,8.2,246,170,200.5
2019-08-24T09:00,19.1,27,87,1009.5,9,400,223,316.5
2019-08-24T10:00,21,20,82,1009.8,11.9,646,257,548.4
2019-08-24T11:00,22.5,20,77,1009.9,15,784,240,664.2
2019-08-24T12:00,23.5,18,77,1009.8,16.5,870,178,785.7
2019-08-24T13:00,24.3,15,75,1010,15.9,904,150,846.9
2019-08-24T14:00,24.9,15,71,1009.6,16.2,865,189,798.1
2019-08-24T15:00,25.4,13,67,1009.3,16.5,739,105,840.9
2019-08-24T16:00,25.7,10,65,1009,14.7,581,106,769.6
2019-08-24T17:00,25,13,62,1009.3,8.9,394,46,779.7
2019-08-24T18:00,22.5,1,73,1009.4,11.8,177,52,494.5
2019-08-24T19:00,20,16,79,1009.4,9.9,0,0,0
2019-08-24T20:00,18.9,18,80,1009.5,6.5,0,0,0
2019-08-24T21:00,18.1,20,84,1010.1,5.9,0,0,0
2019-08-24T22:00,17.5,20,86,1010.2,4.8,0,0,0
2019-08-24T23:00,17,22,88,1010.3,5.1,0,0,0
2019-08-25T00:00,16.7,20,87,1010.5,5.6,0,0,0
2019-08-25T01:00,16.3,22,89,1010.5,6.4,0,0,0
2019-08-25T02:00,15.9,23,90,1010.5,5.4,0,0,0
2019-08-25T03:00,15.8,24,88,1010.4,6.1,0,0,0
2019-08-25T04:00,15.6,34,90,1010.4,5.6,0,0,0
2019-08-25T05:00,15.7,37,92,1010.5,5.4,0,0,0
2019-08-25T06:00,16,57,93,1011,4.6,7,7,0
2019-08-25T07:00,16.9,65,93,1011.5,4.8,99,73,145.8
2019-08-25T08:00,17.7,62,92,1011.9,4.8,230,175,146
2019-08-25T09:00,19.2,18,91,1011.8,5.1,417,231,333.9
2019-08-25T10:00,21.5,16,80,1011.9,7.1,698,144,783.5
2019-08-25T11:00,23.2,15,72,1011.6,9.8,846,98,915.9
2019-08-25T12:00,25.3,14,68,1011.2,13.5,909,83,940.5
2019-08-25T13:00,26,14,67,1011.1,15.7,916,78,944.2
2019-08-25T14:00,27.7,14,62,1010.9,15.4,863,72,937.2
2019-08-25T15:00,28.6,13,54,1010.5,14.6,754,70,911.3
2019-08-25T16:00,28.8,14,54,1010.2,14,594,66,860.6
2019-08-25T17:00,28.3,17,49,1009.9,8.1,396,61,757.4
2019-08-25T18:00,25.7,16,64,1009.8,9.3,178,50,515.1
2019-08-25T19:00,22.3,19,68,1009.7,8.5,0,0,0
2019-08-25T20:00,20.4,18,71,1010,6.3,0,0,0
2019-08-25T21:00,19,21,77,1010.2,5.6,0,0,0
2019-08-25T22:00,18.2,20,81,1010,6.9,0,0,0
2019-08-25T23:00,17.2,22,84,1009.8,6.6,0,0,0
2019-08-26T00:00,16.5,20,86,1009.8,6.9,0,0,0
2019-08-26T01:00,16.1,24,87,1009.6,6.6,0,0,0
2019-08-26T02:00,15,21,87,1009.1,6.3,0,0,0
2019-08-26T03:00,14.4,20,88,1008.7,6,0,0,0
2019-08-26T04:00,13.7,21,90,1008.6,5.2,0,0,0
2019-08-26T05:00,13.2,25,94,1008.4,6.2,0,0,0
2019-08-26T06:00,13.3,20,89,1008.7,4.7,12,7,68.2
2019-08-26T07:00,15.4,16,93,1009,5.4,148,28,682.9
2019-08-26T08:00,18.1,12,82,1009.2,4,343,74,718.8
2019-08-26T09:00,20.5,1,76,1009,3.5,573,82,885.2
2019-08-26T10:00,23.5,0,63,1009.1,5.9,734,69,943.6
2019-08-26T11:00,25.8,1,53,1008.8,8,860,65,976.3
2019-08-26T12:00,29,0,41,1008.2,10.8,930,68,984.4
2019-08-26T13:00,31.3,0,36,1007.8,13,938,70,981.1
2019-08-26T14:00,31.5,1,36,1007.2,15.5,879,70,962
2019-08-26T15:00,30.8,0,37,1006.7,16,763,69,928.8
2019-08-26T16:00,30.1,2,36,1006.4,14.2,597,75,856
2019-08-26T17:00,29.8,16,31,1006.4,7.6,358,169,431.2
2019-08-26T18:00,25.1,16,56,1006.3,11.5,158,103,225.3
2019-08-26T19:00,21.7,16,68,1006.4,10,0,0,0
2019-08-26T20:00,20.1,18,74,1006.7,7.9,0,0,0
2019-08-26T21:00,19.1,20,77,1007.2,6.4,0,0,0
2019-08-26T22:00,17.9,21,81,1007.2,6,0,0,0
2019-08-26T23:00,17.4,20,82,1007,7.2,0,0,0
2019-08-27T00:00,16.8,21,83,1006.8,6.4,0,0,0
2019-08-27T01:00,16.1,20,83,1006.5,6.2,0,0,0
2019-08-27T02:00,15.4,20,89,1006.2,6.2,0,0,0
2019-08-27T03:00,15.3,20,88,1005.8,6.3,0,0,0
2019-08-27T04:00,14.7,19,87,1005.8,7,0,0,0
2019-08-27T05:00,14.3,19,88,1005.7,7.8,0,0,0
2019-08-27T06:00,13.9,17,90,1005.9,8,11,7,55.6
2019-08-27T07:00,16,16,88,1006.3,7.2,127,41,494.5
2019-08-27T08:00,18.5,17,80,1006.4,7,345,46,804.2
2019-08-27T09:00,21,16,70,1006.6,7.6,544,55,885.3
2019-08-27T10:00,23.5,17,67,1006.8,10,720,91,895.5
2019-08-27T11:00,25.2,16,65,1006.6,12.4,840,64,955.9
2019-08-27T12:00,26.9,1,61,1006.2,14.4,879,290,674.7
2019-08-27T13:00,28.3,1,52,1006.1,15.7,904,189,810.7
2019-08-27T14:00,29,15,46,1006.1,15.8,857,70,939.4
2019-08-27T15:00,29.6,15,44,1005.6,13.4,743,69,906.2
2019-08-27T16:00,27.8,16,53,1005.4,14,580,65,849.8
2019-08-27T17:00,27.8,15,43,1005.2,8.5,381,60,739.3
2019-08-27T18:00,24,15,63,1005.3,10,163,49,475.4
2019-08-27T19:00,20.9,18,71,1005.7,8.6,0,0,0
2019-08-27T20:00,19.5,18,76,1006.1,7.8,0,0,0
2019-08-27T21:00,18.3,18,84,1006.7,6.9,0,0,0
2019-08-27T22:00,17.5,23,89,1006.9,6.9,0,0,0
2019-08-27T23:00,17,21,90,1007.1,7.7,0,0,0
2019-08-28T00:00,16.4,24,90,1007.3,6.6,0,0,0
2019-08-28T01:00,16.3,28,89,1007.3,5.9,0,0,0
2019-08-28T02:00,15.6,28,89,1007.3,4.5,0,0,0
2019-08-28T03:00,16.1,30,87,1007.2,4.8,0,0,0
2019-08-28T04:00,15.9,30,85,1007.3,6.1,0,0,0
2019-08-28T05:00,15.6,49,87,1007.5,9.7,0,0,0
2019-08-28T06:00,16,50,89,1007.9,6.6,4,4,0
2019-08-28T07:00,17.1,52,86,1008.6,5.4,45,45,0
2019-08-28T08:00,18.3,49,85,1009.2,7.1,167,167,0
2019-08-28T09:00,19.5,29,83,1009.7,9.4,344,342,3.6
2019-08-28T10:00,20.6,28,78,1010.3,10.5,613,264,498.6
2019-08-28T11:00,22.2,14,74,1010.5,12.7,793,123,827.9
2019-08-28T12:00,23.6,14,70,1010.4,14.5,880,111,883.5
2019-08-28T13:00,24.5,16,69,1010.5,17.3,858,204,744
2019-08-28T14:00,25.1,15,68,1010.3,15,845,81,915.4
2019-08-28T15:00,25.9,16,63,1010,13.9,701,172,714.7
2019-08-28T16:00,25,15,64,1009.8,13.1,579,43,890.1
2019-08-28T17:00,24.7,21,59,1009.7,9.5,368,60,716.3
2019-08-28T18:00,21.6,19,72,1009.6,14.2,154,50,442
2019-08-28T19:00,20.1,23,75,1009.9,11.5,0,0,0
2019-08-28T20:00,19.5,28,76,1010.4,8.6,0,0,0
2019-08-28T21:00,19.1,29,77,1010.7,8.3,0,0,0
2019-08-28T22:00,18.9,26,77,1010.8,6.9,0,0,0
2019-08-28T23:00,18.6,35,80,1011.1,5.8,0,0,0
2019-08-29T00:00,18.2,51,81,1011.2,4.4,0,0,0
2019-08-29T01:00,18.3,41,82,1011.2,5.9,0,0,0
2019-08-29T02:00,18.2,74,81,1011.1,3.4,0,0,0
2019-08-29T03:00,18.7,75,77,1011.2,4.7,0,0,0
2019-08-29T04:00,19.1,73,76,1011.2,5,0,0,0
2019-08-29T05:00,18.7,79,80,1011.4,4.6,0,0,0
2019-08-29T06:00,18.9,30,77,1012,3.3,4,4,0
2019-08-29T07:00,19.4,77,72,1012.5,4.3,120,53,390.9
2019-08-29T08:00,20,82,70,1012.9,4.9,173,165,21.8
2019-08-29T09:00,20.5,66,71,1013.5,4.8,383,265,215.5
2019-08-29T10:00,21.7,32,66,1013.6,7.1,581,294,411.4
2019-08-29T11:00,22.8,3,62,1013.8,6.6,688,338,433.8
2019-08-29T12:00,23.8,0,59,1013.5,7.8,836,174,763
2019-08-29T13:00,25.6,0,54,1013.1,11.5,878,136,847
2019-08-29T14:00,26.6,0,52,1012.6,13.7,823,162,795.1
2019-08-29T15:00,25.8,0,54,1012.3,14.2,714,170,738.6
2019-08-29T16:00,25.3,0,55,1012.2,14.5,542,90,755.6
2019-08-29T17:00,24.8,0,53,1012.1,14.2,379,102,650.7
2019-08-29T18:00,22.9,1,57,1012.2,12.5,153,51,442.1
2019-08-29T19:00,21.7,10,59,1012.2,8.9,0,0,0
2019-08-29T20:00,20.8,15,63,1012.6,8.4,0,0,0
2019-08-29T21:00,20,9,71,1012.7,9.7,0,0,0
2019-08-29T22:00,19.5,19,75,1012.7,6,0,0,0
2019-08-29T23:00,19,6,77,1012.4,2.5,0,0,0
2019-08-30T00:00,18,1,81,1012.4,2.6,0,0,0
2019-08-30T01:00,17.2,1,84,1012.3,2.2,0,0,0
2019-08-30T02:00,16.2,10,89,1012.2,4.2,0,0,0
2019-08-30T03:00,16,12,84,1012.1,4.5,0,0,0
2019-08-30T04:00,15.9,9,84,1012.2,3.6,0,0,0
2019-08-30T05:00,15.6,22,88,1012.2,4.7,0,0,0
2019-08-30T06:00,15.6,25,88,1012.6,6,5,4,14.7
2019-08-30T07:00,16.8,30,86,1012.9,3.1,131,31,587.8
2019-08-30T08:00,18.3,31,81,1013,3.3,284,71,584.6
2019-08-30T09:00,19.3,29,76,1013.1,7.3,483,145,620.1
2019-08-30T10:00,21.2,18,74,1013,13,645,208,628.7
2019-08-30T11:00,22.2,15,71,1012.9,14.8,826,92,912.7
2019-08-30T12:00,23.4,14,68,1012.5,15,873,179,802.5
2019-08-30T13:00,24.6,2,64,1012,14.7,886,146,847.7
2019-08-30T14:00,25.7,15,60,1011.3,15.6,870,72,963.8
2019-08-30T15:00,26.1,15,60,1010.6,16,759,54,962
2019-08-30T16:00,25.5,15,61,1010.2,15.5,575,103,794.4
2019-08-30T17:00,24.2,15,60,1010.2,13.7,379,70,733.4
2019-08-30T18:00,22,15,69,1010.2,13,156,48,477.7
2019-08-30T19:00,20.1,16,74,1010.1,10.1,0,0,0
2019-08-30T20:00,19.3,9,76,1010.3,6.9,0,0,0
2019-08-30T21:00,18.3,8,82,1010.5,4.3,0,0,0
2019-08-30T22:00,17.5,20,83,1010.4,4.9,0,0,0
2019-08-30T23:00,16.8,15,86,1010.3,5.6,0,0,0
2019-08-31T00:00,16.1,14,90,1010.1,4.4,0,0,0
2019-08-31T01:00,15.4,6,92,1009.9,2.9,0,0,0
2019-08-31T02:00,14.8,1,95,1009.7,5.8,0,0,0
2019-08-31T03:00,14.2,1,95,1009.6,1.8,0,0,0
2019-08-31T04:00,13.9,11,93,1009.6,4.6,0,0,0
2019-08-31T05:00,13.8,17,92,1009.8,6.2,0,0,0
2019-08-31T06:00,13.7,12,90,1010.2,7.5,0,0,0
2019-08-31T07:00,15.7,15,91,1010.4,6.6,125,48,456
2019-08-31T08:00,18.2,18,86,1010.7,5.4,351,82,743.4
2019-08-31T09:00,20.3,12,78,1010.6,4.6,550,106,818.2
2019-08-31T10:00,22.3,1,72,1010.8,8.5,718,75,928.4
2019-08-31T11:00,24.4,0,62,1010.6,9.7,838,121,894.5
2019-08-31T12:00,26.3,0,55,1010,10.1,916,89,959.4
2019-08-31T13:00,28.6,0,46,1009.5,9.8,925,70,983
2019-08-31T14:00,31.2,0,39,1008.9,13.6,869,70,969.1
2019-08-31T15:00,30.8,0,37,1008.5,12.2,754,68,940.9
2019-08-31T16:00,30.3,0,35,1008.3,11.6,585,65,881.3
2019-08-31T17:00,28.5,0,39,1008,10.5,379,59,767.6
2019-08-31T18:00,26.4,8,48,1008,9.8,149,47,460.8
2019-08-31T19:00,23.8,10,53,1008,5.5,0,0,0
2019-08-31T20:00,21.7,10,61,1008.3,5.6,0,0,0
2019-08-31T21:00,19.8,10,66,1008.3,2.4,0,0,0
2019-08-31T22:00,18.9,10,69,1008.5,2.6,0,0,0
2019-08-31T23:00,18.2,9,75,1008.6,2.3,0,0,0
2019-09-01T00:00,17.5,11,77,1008.7,1.8,0,0,0
2019-09-01T01:00,16.8,15,83,1008.5,3.2,0,0,0
2019-09-01T02:00,16.6,14,91,1008.6,4.9,0,0,0
2019-09-01T03:00,16,17,91,1008.6,4.6,0,0,0
2019-09-01T04:00,15.5,15,91,1008.7,4.4,0,0,0
2019-09-01T05:00,15.1,24,89,1008.8,3.3,0,0,0
2019-09-01T06:00,14.6,19,91,1009.3,3.7,0,0,0
2019-09-01T07:00,16.8,16,97,1009.7,2.6,133,21,668.4
2019-09-01T08:00,19.3,16,91,1009.9,2.7,282,117,459.2
2019-09-01T09:00,21.8,13,76,1010.2,4.5,516,119,735
2019-09-01T10:00,23.9,14,69,1010.2,7.6,719,75,933.2
2019-09-01T11:00,25.9,1,61,1010.2,10.1,834,67,960.1
2019-09-01T12:00,27.6,1,53,1009.9,10.6,900,67,969.6
2019-09-01T13:00,29.9,1,45,1009.6,13.7,906,69,965.8
2019-09-01T14:00,30.3,1,40,1009.3,15.6,848,69,948.9
2019-09-01T15:00,30,1,37,1008.8,15.1,732,68,915.6
2019-09-01T16:00,29.5,12,36,1008.5,14.7,566,65,855.2
2019-09-01T17:00,27.7,0,40,1008.3,11.3,363,59,737.2
2019-09-01T18:00,25.9,3,44,1008.2,11.6,138,46,424.8
2019-09-01T19:00,23.2,3,52,1008.3,7.9,0,0,0
2019-09-01T20:00,21.4,4,59,1008.8,5.1,0,0,0
2019-09-01T21:00,20.1,10,65,1008.8,4,0,0,0
2019-09-01T22:00,19.3,11,69,1008.8,3.2,0,0,0
2019-09-01T23:00,18.4,13,72,1009,3.2,0,0,0
2019-09-02T00:00,17.5,11,76,1009.2,2.5,0,0,0
2019-09-02T01:00,17.1,9,77,1009.2,2.6,0,0,0
2019-09-02T02:00,16.4,10,79,1009.1,1.6,0,0,0
2019-09-02T03:00,16.2,11,77,1009.1,1,0,0,0
2019-09-02T04:00,15.6,10,83,1009.1,3.8,0,0,0
2019-09-02T05:00,15,19,89,1009.4,4.1,0,0,0
2019-09-02T06:00,15.1,17,90,1009.6,5.3,0,0,0
2019-09-02T07:00,16.9,18,89,1010.1,4.5,122,27,571.3
2019-09-02T08:00,18.8,20,83,1010.3,5.5,310,49,731.5
2019-09-02T09:00,20.5,20,76,1010.8,6.2,491,99,729.1
2019-09-02T10:00,22.7,18,68,1011.3,9.7,697,69,913.5
2019-09-02T11:00,24.8,11,62,1011.3,12.7,817,68,940.8
2019-09-02T12:00,25.4,16,62,1010.9,14.8,886,69,954.3
2019-09-02T13:00,26.6,17,59,1011.1,18.1,889,69,949.7
2019-09-02T14:00,25.9,18,60,1010.7,17.7,837,69,939.6
2019-09-02T15:00,25.3,14,60,1010.5,18.6,723,68,908.1
2019-09-02T16:00,23.9,16,62,1010.4,16.6,559,65,849.4
2019-09-02T17:00,22.4,15,60,1010.3,13.7,350,65,698.9
2019-09-02T18:00,20.3,23,69,1010.3,11.2,130,49,382.6
2019-09-02T19:00,18.8,34,73,1010.5,8.3,0,0,0
2019-09-02T20:00,18.2,33,76,1010.9,6.6,0,0,0
2019-09-02T21:00,17.6,36,78,1011.3,3.8,0,0,0
2019-09-02T22:00,17.4,39,81,1011.3,5.9,0,0,0
2019-09-02T23:00,16.6,40,85,1011.3,4.8,0,0,0
2019-09-03T00:00,16.1,39,87,1011.3,5.9,0,0,0
2019-09-03T01:00,15.8,32,89,1011.4,5.2,0,0,0
2019-09-03T02:00,15.2,39,89,1011.3,2.2,0,0,0
2019-09-03T03:00,14.9,40,90,1011.2,2.2,0,0,0
2019-09-03T04:00,14.8,41,89,1011.1,3.6,0,0,0
2019-09-03T05:00,14.2,52,95,1011.1,3.9,0,0,0
2019-09-03T06:00,14.5,44,93,1011.4,1,0,0,0
2019-09-03T07:00,15.5,45,89,1011.8,2.6,100,52,290.9
2019-09-03T08:00,16.7,42,87,1011.9,4.9,274,102,485.6
2019-09-03T09:00,18,26,82,1012,6.3,449,149,560.7
2019-09-03T10:00,19.6,18,74,1012,8.4,696,103,865.9
2019-09-03T11:00,21.2,13,69,1011.8,10.2,842,77,964.3
2019-09-03T12:00,23.3,10,63,1011.5,11.4,903,90,953
2019-09-03T13:00,24.7,12,59,1011.1,11.8,908,72,972
2019-09-03T14:00,25.7,9,58,1010.4,14,847,124,888.5
2019-09-03T15:00,25.9,12,54,1009.8,13.7,730,70,920.1
2019-09-03T16:00,25.6,9,55,1009.3,12.2,562,65,861
2019-09-03T17:00,24.1,11,50,1009.2,11.5,355,59,734.3
2019-09-03T18:00,22.2,14,63,1009.2,11.5,130,45,411
2019-09-03T19:00,19.8,16,72,1009.1,9.1,0,0,0
2019-09-03T20:00,18.6,16,77,1009.3,7.4,0,0,0
2019-09-03T21:00,17.6,19,83,1009.2,6.3,0,0,0
2019-09-03T22:00,17,17,86,1009.1,5.9,0,0,0
2019-09-03T23:00,16,18,91,1008.9,4.8,0,0,0
2019-09-04T00:00,15.6,16,94,1008.6,6,0,0,0
2019-09-04T01:00,15.3,17,94,1008.3,5.1,0,0,0
2019-09-04T02:00,14.7,21,94,1008,1.4,0,0,0
2019-09-04T03:00,14.6,21,94,1007.6,4.4,0,0,0
2019-09-04T04:00,14.4,23,95,1007.5,3.6,0,0,0
