P_phys,I_F
0.6372072571641446,0.014065623739824751
0.6203417476011798,0.026407142039205578
0.5988899424319847,0.05673468545984852
0.5725073789594856,0.0031116452248079454
0.5408684978610615,0.05949940918628196
0.5043875791294352,0.04058168194918786
0.4628142716548653,0.038418512295986
0.41608797744207526,0.039363606779289184
0.36412639088665566,0.050579778950616855
0.3064521230426731,0.02865767360636251
0.2431669038579663,0.039392084864055335
0.15949544084759187,0.10149074142619689
0.21552059553047936,0.0706791437361906
0.2704897908677984,0.034527639001671155
0.3230761983755439,0.004322042034728997
0.3725669215503316,0.03409252523755363
0.41845425821682053,0.03759625754635747
0.4605112035875092,0.06615701672949319
0.4988200634435118,0.030169249368838517
0.5329965983052235,0.017729050325948542
0.5629486119981518,0.03967980004967167
0.5888326432223829,0.018905387174252858
0.6106932084293664,0.02313853559832417
0.6283245369065554,0.05759032184059227
0.6416466309388068,0.018767091596208447
0.650840542701319,0.006781120637684062
0.6558151348343133,0.02893126951641826
0.6564088405460476,0.045416844863977276
0.6525918704859655,0.010417567087226593
0.644744886104086,0.005702204656097542
0.6323978818182429,0.019113408292420746
0.6154948903704737,0.03643207915485683
0.59403085536576,0.04754989438095924
0.5679240669229911,0.01984015250869297
0.5370822216691181,0.05118223421160351
0.5013589490477941,0.04195987085987091
0.4606036017526251,0.027238474420403162
0.4147461132050737,0.036389284438459034
0.3635018299340196,0.04476689030637586
0.30672278596713665,0.03384164426788739
0.24428634296908674,0.057276719664615346
0.15850819085098655,0.039843873042259836
0.21449336310098024,0.0941777074943274
0.26950266828013214,0.005806019195004553
0.3222974699995287,0.04690145822137724
0.3720308501349435,0.04180597506347186
0.4182882629364704,0.010303694483195886
0.4607375988211381,0.057345701609395436
0.49915796662617107,0.053549825945101694
0.5334670960135393,0.03909023657743358
0.5637237793462228,0.030928993023362814
0.5897988742553183,0.027358992360854588
0.6115986422727069,0.10586246064972286
0.6292307328634444,0.03707950831550814
0.6425825105868767,0.01951959973135258
0.651898089293072,0.03859401029450067
0.6570314872397616,0.0382242510700485
0.65804115569673,0.045157736877466444
0.6546866885457132,0.051980911402889185
